CardNo,Sex,Major,Card_Count,Frequency,Most_Frequent_Place,Avg_Storage,Avg_Spending
182271,女,18社会工作,749.0,117,第五食堂,88.67692307692309,10.67
182272,女,18社会工作,496.0,57,第四食堂,109.0780701754386,8.365333333333334
182273,女,18社会工作,669.0,117,第五食堂,89.8931623931624,12.903333333333334
182274,女,18社会工作,798.0,169,第二食堂,54.52662721893491,13.623333333333333
182275,女,18社会工作,596.0,47,第五食堂,93.08297872340425,7.233333333333333
182276,女,18社会工作,824.0,75,第五食堂,35.852000000000004,8.033333333333333
182277,女,18社会工作,645.0,76,第五食堂,49.876315789473686,9.333333333333334
182278,女,18社会工作,772.0,102,第五食堂,61.114901960784316,13.803333333333335
182279,女,18社会工作,898.0,135,第五食堂,110.17481481481482,18.996666666666666
182280,女,18社会工作,402.0,29,第五食堂,89.26896551724138,6.9366666666666665
182281,女,18社会工作,403.0,15,第四食堂,57.46666666666667,4.65
182282,女,18社会工作,492.0,42,好利来食品店,52.00523809523809,6.680000000000001
182283,女,18社会工作,748.0,84,第五食堂,44.53690476190476,11.97
182284,女,18社会工作,425.0,48,好利来食品店,45.09791666666666,8.846666666666666
182285,女,18社会工作,576.0,65,第五食堂,39.38153846153846,10.706666666666667
182288,女,18社会工作,646.0,70,第五食堂,88.27142857142857,5.873333333333333
182289,女,18社会工作,541.0,59,第二食堂,159.82033898305085,10.153333333333334
182290,女,18社会工作,480.0,70,第五食堂,133.33285714285714,12.773333333333333
182291,女,18社会工作,697.0,49,第四食堂,66.29183673469389,7.486666666666666
182292,女,18社会工作,522.0,38,第五食堂,41.26052631578948,5.02
182293,女,18社会工作,338.0,12,第三食堂,30.191666666666666,1.3766666666666665
182294,女,18社会工作,672.0,86,第五食堂,49.57674418604652,8.223333333333333
182296,女,18社会工作,623.0,84,第五食堂,93.27261904761905,18.726666666666667
182297,女,18社会工作,719.0,65,第五食堂,91.01923076923077,7.116666666666666
182298,女,18社会工作,573.0,61,第五食堂,24.262295081967213,4.193333333333333
182299,女,18社会工作,403.0,64,第三食堂,51.521875,10.073333333333332
182300,女,18社会工作,706.0,94,第五食堂,100.32978723404256,13.07
182301,女,18社会工作,892.0,91,第五食堂,79.71538461538462,12.110000000000001
182302,女,18社会工作,228.0,3,好利来食品店,61.866666666666674,3.35
182303,女,18社会工作,649.0,113,第二食堂,33.697345132743365,9.59
182304,女,18社会工作,547.0,102,第五食堂,75.07058823529411,12.116666666666667
182305,女,18社会工作,529.0,25,第五食堂,23.496,2.3466666666666667
182306,男,18国际商务,292.0,30,第四食堂,126.96,5.483333333333333
182307,男,18国际商务,809.0,39,第二食堂,57.833333333333336,4.12
182309,男,18国际商务,669.0,81,第四食堂,158.62098765432097,12.216666666666667
182311,女,18国际商务,463.0,60,好利来食品店,95.6,9.543333333333333
182312,女,18国际商务,381.0,59,第五食堂,113.87288135593221,8.17
182313,女,18国际商务,152.0,3,好利来食品店,34.86666666666667,0.43333333333333335
182317,女,18国际商务,509.0,76,第五食堂,59.99210526315789,8.33
182318,女,18国际商务,314.0,16,第二食堂,26.34375,1.3466666666666667
182319,女,18国际商务,494.0,43,第三食堂,145.7046511627907,8.996666666666666
182320,女,18国际商务,804.0,92,第三食堂,114.74565217391304,9.736666666666668
182322,女,18国际商务,459.0,43,第五食堂,35.76279069767442,5.786666666666666
182323,女,18国际商务,599.0,117,第二食堂,94.93931623931624,13.093333333333334
182325,女,18国际商务,657.0,61,第五食堂,63.05245901639344,6.623333333333333
182327,女,18国际商务,1035.0,107,第二食堂,63.472897196261684,12.356666666666666
182328,女,18国际商务,402.0,49,第五食堂,79.57755102040817,7.0633333333333335
182329,女,18国际商务,963.0,120,第五食堂,64.38333333333334,14.2
182331,女,18国际商务,610.0,63,第五食堂,44.61904761904762,8.123333333333333
182332,女,18国际商务,756.0,105,第五食堂,61.11904761904762,10.46
182333,女,18国际商务,721.0,97,第二食堂,164.0457731958763,13.273333333333333
182334,女,18国际商务,611.0,81,第二食堂,64.61604938271604,7.486666666666666
182335,女,18国际商务,619.0,71,第五食堂,73.2549295774648,7.546666666666667
182336,女,18国际商务,605.0,67,第二食堂,50.170149253731346,12.373333333333333
182337,女,18国际商务,745.0,94,第五食堂,66.77765957446809,10.413333333333332
182338,女,18国际商务,824.0,105,第五食堂,45.885238095238094,8.823333333333332
182339,女,18国际商务,486.0,26,第三食堂,34.723076923076924,3.8866666666666663
182340,女,18国际商务,771.0,91,第五食堂,62.395604395604394,10.923333333333334
182341,女,18国际商务,613.0,108,第五食堂,127.04629629629629,6.9766666666666675
182345,女,18国际商务,892.0,125,第五食堂,51.6488,10.58
182346,女,18国际商务,798.0,77,第五食堂,47.664935064935065,15.943333333333333
182347,女,18国际商务,414.0,58,第三食堂,195.1293103448276,13.433333333333334
182348,女,18国际商务,680.0,125,第五食堂,43.184,10.666666666666666
182349,女,18国际商务,563.0,84,第五食堂,86.96190476190476,7.203333333333333
182350,女,18国际商务,581.0,63,第五食堂,52.07460317460317,9.55
182351,女,18国际商务,477.0,88,第二食堂,73.22272727272728,6.23
182352,女,18国际商务,704.0,98,第五食堂,50.454081632653065,7.52
182354,女,18国际商务,580.0,69,第三食堂,131.47246376811594,18.27
182355,女,18国际商务,650.0,87,第五食堂,52.48620689655173,7.823333333333333
182356,女,18国际商务,869.0,115,第五食堂,61.43304347826087,9.713333333333333
182357,女,18国际商务,597.0,54,好利来食品店,44.24444444444444,5.056666666666667
182358,女,18国际商务,433.0,48,第三食堂,62.05416666666667,8.646666666666667
182359,女,18国际商务,563.0,77,好利来食品店,48.69831168831169,11.286666666666667
182360,女,18国际商务,750.0,97,第五食堂,27.677319587628865,9.926666666666668
182361,女,18国际商务,806.0,105,第三食堂,67.43619047619048,11.976666666666667
182362,女,18国际商务,376.0,5,第三食堂,69.0,0.7166666666666667
182363,女,18国际商务,580.0,73,第五食堂,59.063013698630144,5.483333333333333
182364,女,18国际商务,459.0,66,第三食堂,57.25515151515152,11.673333333333334
182366,女,18国际商务,641.0,102,第二食堂,88.04313725490196,10.933333333333334
182367,女,18国际商务,555.0,60,第五食堂,105.19333333333334,7.6433333333333335
182370,女,18国际商务,815.0,111,第五食堂,34.24864864864865,8.003333333333334
182371,女,18国际商务,766.0,108,第三食堂,96.31388888888888,13.45
182373,女,18国际商务,630.0,63,第五食堂,133.51825396825396,11.176666666666668
182375,女,18国际商务,710.0,101,第五食堂,96.32970297029702,12.33
182376,女,18国际商务,722.0,98,第五食堂,47.28061224489796,9.246666666666666
182377,女,18国际商务,798.0,118,第五食堂,67.75508474576272,11.773333333333333
182378,女,18国际商务,1009.0,126,第三食堂,104.4936507936508,8.07
182379,女,18国际商务,1014.0,138,第三食堂,79.65144927536231,13.99
182380,女,18国际商务,720.0,134,第五食堂,60.613432835820895,11.65
182382,女,18国际商务,595.0,72,第二食堂,57.64444444444444,6.29
182383,女,18国际商务,590.0,54,第五食堂,58.92407407407408,9.283333333333333
182384,女,18国际商务,524.0,56,第五食堂,61.433928571428574,6.323333333333333
182385,女,18国际商务,511.0,63,第三食堂,144.64761904761903,13.120000000000001
182387,女,18国际商务,925.0,102,第五食堂,57.96078431372549,10.256666666666666
182388,女,18国际商务,545.0,36,第五食堂,50.44722222222222,4.703333333333333
182390,女,18国际商务,814.0,103,第二食堂,82.92699029126213,11.326666666666666
182391,女,18国际商务,608.0,87,第五食堂,44.42413793103449,6.513333333333334
182392,女,18国际商务,975.0,165,第五食堂,65.16,14.053333333333335
182393,女,18国际商务,762.0,110,第五食堂,49.77454545454545,13.456666666666667
182394,女,18国际商务,753.0,84,第五食堂,84.10238095238095,16.5
182395,女,18国际商务,519.0,55,第三食堂,106.51818181818182,13.196666666666665
182396,女,18国际商务,994.0,105,第二食堂,48.478095238095236,10.26
182398,女,18国际商务,499.0,69,第五食堂,48.42173913043478,10.076666666666666
182399,女,18国际商务,733.0,80,第五食堂,47.8825,9.823333333333332
182400,女,18国际商务,460.0,27,第三食堂,53.34814814814815,3.33
182401,女,18国际商务,599.0,21,第五食堂,40.30952380952381,3.31
182402,女,18国际商务,907.0,107,第二食堂,43.97476635514019,8.616666666666667
182403,女,18国际商务,744.0,109,第五食堂,118.29174311926604,9.58
182404,女,18国际商务,675.0,82,第五食堂,110.06585365853658,12.366666666666667
182405,女,18国际商务,402.0,27,第五食堂,109.22962962962964,3.05
182406,女,18国际商务,556.0,14,第三食堂,37.107142857142854,2.4699999999999998
182408,女,18国际商务,840.0,109,第五食堂,43.544036697247705,12.246666666666666
182409,女,18国际商务,407.0,29,第五食堂,53.1,1.84
182411,男,18国贸实务,768.0,81,第二食堂,59.907407407407405,11.406666666666666
182412,男,18国贸实务,693.0,93,第一食堂,83.67096774193548,14.47
182413,男,18国贸实务,532.0,69,第二食堂,57.704202898550726,7.326666666666667
182414,男,18国贸实务,572.0,80,第四食堂,69.9675,14.656666666666666
182415,男,18国贸实务,696.0,129,第二食堂,50.65503875968992,10.446666666666665
182417,男,18国贸实务,751.0,71,第二食堂,25.028169014084508,3.3400000000000003
182418,男,18国贸实务,532.0,59,第二食堂,56.46101694915254,7.010000000000001
182420,女,18国贸实务,427.0,32,第五食堂,28.590625,3.53
182421,女,18国贸实务,635.0,28,第五食堂,67.12857142857142,3.3400000000000003
182422,女,18国贸实务,809.0,90,第三食堂,55.56666666666667,8.67
182423,女,18国贸实务,666.0,78,第三食堂,76.20769230769231,14.066666666666666
182424,女,18国贸实务,615.0,78,第五食堂,64.23846153846155,8.106666666666666
182426,女,18国贸实务,475.0,53,第三食堂,87.71037735849056,9.256666666666666
182427,女,18国贸实务,595.0,83,第五食堂,173.20361445783132,11.54
182428,女,18国贸实务,549.0,41,第五食堂,62.84390243902439,6.516666666666667
182429,女,18国贸实务,628.0,117,第二食堂,61.00683760683761,12.606666666666666
182430,女,18国贸实务,324.0,23,第三食堂,66.85652173913044,11.656666666666666
182431,女,18国贸实务,534.0,66,第五食堂,52.766666666666666,4.489999999999999
182432,女,18国贸实务,619.0,114,第五食堂,109.98912280701755,15.313333333333333
182433,女,18国贸实务,549.0,59,第五食堂,124.60525423728814,9.046666666666665
182434,女,18国贸实务,717.0,68,第二食堂,170.21029411764704,7.526666666666667
182435,女,18国贸实务,446.0,74,第三食堂,54.49864864864865,11.306666666666667
182436,女,18国贸实务,553.0,74,第三食堂,50.351351351351354,10.49
182437,女,18国贸实务,267.0,3,好利来食品店,4.4,0.4166666666666667
182438,女,18国贸实务,277.0,46,第五食堂,45.50652173913044,4.569999999999999
182439,女,18国贸实务,392.0,56,第五食堂,173.73321428571427,6.83
182441,女,18国贸实务,595.0,68,第五食堂,71.49558823529412,4.35
182443,女,18国贸实务,512.0,85,第五食堂,84.08,9.573333333333332
182444,女,18国贸实务,528.0,55,好利来食品店,45.018181818181816,6.1866666666666665
182445,女,18国贸实务,602.0,83,第四食堂,178.9710843373494,13.863333333333333
182447,女,18国贸实务,808.0,124,第五食堂,48.92177419354839,12.18
182448,女,18国贸实务,189.0,31,好利来食品店,47.53225806451613,3.3466666666666667
182449,女,18国贸实务,393.0,16,第五食堂,52.38875,2.466666666666667
182452,女,18国贸实务,666.0,78,第五食堂,113.95410256410257,11.49
182453,女,18国贸实务,535.0,75,第五食堂,65.04133333333334,8.860000000000001
182455,女,18国贸实务,690.0,101,第五食堂,128.85940594059406,14.270000000000001
182456,女,18国贸实务,657.0,158,第二食堂,60.74683544303797,17.823333333333334
182457,女,18国贸实务,309.0,31,好利来食品店,37.41935483870968,4.08
182458,女,18国贸实务,702.0,72,第三食堂,70.72222222222223,9.456666666666667
182459,女,18国贸实务,756.0,128,第五食堂,170.8453125,15.823333333333332
182460,女,18国贸实务,744.0,73,第三食堂,43.23794520547945,8.313333333333334
182461,女,18国贸实务,688.0,97,第五食堂,144.01546391752578,13.793333333333333
182462,女,18国贸实务,388.0,65,第四食堂,99.38,14.446666666666665
182463,女,18国贸实务,533.0,8,第五食堂,32.15,1.4633333333333334
182464,女,18国贸实务,430.0,77,第四食堂,140.5922077922078,14.783333333333333
182465,女,18国贸实务,680.0,78,第三食堂,67.75358974358974,6.8966666666666665
182467,女,18国贸实务,554.0,56,第五食堂,130.9125,8.67
182469,女,18国贸实务,655.0,98,第五食堂,43.06122448979592,11.126666666666667
182470,女,18国贸实务,512.0,53,第五食堂,51.10188679245283,5.536666666666666
182471,女,18国贸实务,551.0,67,第五食堂,46.51641791044776,8.216666666666667
182472,女,18国贸实务,628.0,77,第五食堂,32.67792207792208,5.6033333333333335
182473,女,18国贸实务,646.0,38,好利来食品店,44.67631578947368,6.3566666666666665
182474,女,18国贸实务,858.0,123,第五食堂,89.7479674796748,16.18
182475,女,18国贸实务,519.0,76,第五食堂,239.4105263157895,11.58
182476,女,18国贸实务,535.0,51,第五食堂,46.97254901960784,7.6033333333333335
182477,女,18国贸实务,514.0,86,第五食堂,27.243023255813956,4.456666666666666
182478,女,18国贸实务,829.0,109,第三食堂,43.698623853211004,10.576666666666666
182479,女,18国贸实务,611.0,72,第五食堂,38.94583333333333,6.67
182480,女,18国贸实务,273.0,26,第五食堂,34.41538461538461,4.376666666666667
182481,女,18国贸实务,640.0,72,第五食堂,104.14166666666667,7.28
182482,女,18国贸实务,640.0,64,第三食堂,96.1859375,10.03
182483,女,18国贸实务,629.0,54,第五食堂,54.605555555555554,6.9766666666666675
182484,女,18国贸实务,393.0,30,第四食堂,124.8,7.266666666666667
182485,女,18国贸实务,724.0,127,第五食堂,167.5700787401575,18.423333333333336
182486,女,18国贸实务,659.0,49,第五食堂,46.789795918367346,3.746666666666667
182487,女,18国贸实务,493.0,91,第五食堂,55.87032967032967,8.17
182490,女,18国贸实务,484.0,27,第三食堂,55.61333333333333,2.2366666666666664
182491,女,18国贸实务,326.0,30,好利来食品店,50.85333333333333,6.4399999999999995
182492,女,18国贸实务,650.0,100,第五食堂,116.36200000000001,15.74
182493,女,18国贸实务,601.0,96,第五食堂,63.66458333333333,10.65
182494,女,18国贸实务,238.0,37,第五食堂,58.58108108108108,5.196666666666667
182495,女,18国贸实务,726.0,132,第五食堂,100.24545454545455,11.979999999999999
182496,女,18国贸实务,549.0,41,第三食堂,35.18536585365853,5.083333333333333
182497,女,18国贸实务,655.0,83,第五食堂,117.79638554216868,16.220000000000002
182498,女,18国贸实务,779.0,109,第五食堂,44.6605504587156,9.766666666666667
182499,女,18国贸实务,499.0,61,第五食堂,88.93770491803278,9.306666666666667
182500,女,18国贸实务,799.0,141,第三食堂,55.04539007092198,12.276666666666667
182501,女,18国贸实务,601.0,79,第五食堂,43.50886075949367,8.986666666666668
182503,女,18国贸实务,356.0,25,第五食堂,70.472,2.5233333333333334
182505,女,18国贸实务,689.0,82,第三食堂,47.88317073170732,9.403333333333334
182506,女,18国贸实务,532.0,61,第三食堂,36.80491803278689,6.833333333333333
182507,女,18国贸实务,398.0,53,第五食堂,124.86415094339623,7.986666666666666
182508,女,18国贸实务,629.0,98,第五食堂,48.12653061224489,14.666666666666666
182511,女,18国贸实务,232.0,11,第五食堂,14.563636363636364,0.66
182513,女,18国贸实务,536.0,80,第五食堂,76.15,7.753333333333333
182514,女,18国贸实务,319.0,29,第三食堂,82.78275862068965,5.53
182517,女,18国贸实务,533.0,66,第五食堂,167.8939393939394,10.346666666666666
182518,女,18国贸实务,368.0,74,第五食堂,126.97162162162162,11.973333333333333
182519,女,18国贸实务,545.0,46,第五食堂,67.21739130434783,7.760000000000001
182521,女,18国贸实务,530.0,50,第三食堂,81.702,11.016666666666667
182522,女,18国贸实务,522.0,74,第五食堂,68.52027027027027,7.78
182523,女,18国贸实务,610.0,39,第五食堂,52.35641025641026,6.3
182524,女,18国贸实务,712.0,80,第五食堂,132.655,7.033333333333333
182525,女,18国贸实务,530.0,66,第五食堂,73.11515151515152,7.366666666666666
182526,女,18国贸实务,835.0,122,第五食堂,77.4055737704918,16.866666666666667
182527,女,18国贸实务,540.0,102,第五食堂,68.34607843137255,19.459999999999997
182532,男,18商务日语,818.0,108,第一食堂,151.38055555555556,24.433333333333334
182534,男,18商务日语,616.0,69,第四食堂,124.5,18.396666666666665
182535,男,18商务日语,307.0,55,第一食堂,70.68909090909091,10.07
182536,男,18商务日语,422.0,26,第四食堂,37.21153846153846,4.36
182538,男,18商务日语,192.0,3,第一食堂,36.833333333333336,0.36666666666666664
182539,男,18商务日语,514.0,51,第四食堂,51.249019607843145,10.01
182542,男,18商务日语,921.0,77,第一食堂,56.27662337662338,8.8
182543,男,18商务日语,1241.0,158,第一食堂,155.62050632911394,19.206666666666667
182545,女,18商务日语,411.0,74,第一食堂,85.72162162162162,12.756666666666666
182546,女,18商务日语,494.0,52,第五食堂,93.3096153846154,8.923333333333334
182547,女,18商务日语,192.0,71,第五食堂,76.28450704225352,13.213333333333333
182548,女,18商务日语,349.0,34,第五食堂,78.67647058823529,10.923333333333334
182550,女,18商务日语,218.0,16,好利来食品店,50.075,2.5566666666666666
182551,女,18商务日语,611.0,88,第三食堂,58.29545454545455,13.716666666666667
182552,女,18商务日语,427.0,49,第五食堂,93.29795918367347,7.6466666666666665
182553,女,18商务日语,494.0,50,第三食堂,115.43,7.41
182555,女,18商务日语,510.0,93,第三食堂,126.13548387096775,9.4
182556,女,18商务日语,374.0,33,第五食堂,65.83636363636363,4.916666666666667
182557,女,18商务日语,509.0,86,第五食堂,120.19418604651163,12.063333333333333
182558,女,18商务日语,261.0,9,第五食堂,22.98888888888889,1.5333333333333334
182559,女,18商务日语,377.0,46,第五食堂,33.74782608695652,6.993333333333334
182560,女,18商务日语,684.0,113,第一食堂,133.8716814159292,10.58
182561,女,18商务日语,435.0,32,好利来食品店,56.953125,6.9766666666666675
182563,女,18商务日语,101.0,25,第五食堂,37.616,2.316666666666667
182564,女,18商务日语,509.0,79,第一食堂,59.38481012658227,9.396666666666667
182565,女,18商务日语,470.0,84,第三食堂,43.33690476190476,9.693333333333333
182569,女,18商务日语,620.0,77,第五食堂,55.66363636363637,11.396666666666667
182570,女,18商务日语,810.0,101,第五食堂,123.26831683168317,14.636666666666667
182571,女,18商务日语,239.0,25,好利来食品店,58.724,4.89
182573,女,18商务日语,581.0,65,第五食堂,45.181538461538466,11.93
182576,女,18商务日语,327.0,30,第五食堂,36.163333333333334,5.386666666666667
182577,女,18商务日语,685.0,86,第五食堂,43.152325581395345,10.573333333333332
182578,女,18商务日语,914.0,98,好利来食品店,83.97142857142858,18.05666666666667
182579,女,18商务日语,566.0,90,第五食堂,58.49333333333333,14.603333333333332
182580,女,18商务日语,642.0,112,第五食堂,57.28303571428571,10.129999999999999
182581,女,18商务日语,876.0,91,第五食堂,82.03626373626373,12.156666666666666
182583,女,18商务日语,783.0,94,第五食堂,55.424468085106376,16.843333333333334
182584,女,18商务日语,791.0,120,第五食堂,48.100833333333334,15.216666666666667
182585,女,18商务日语,80.0,3,第五食堂,9.466666666666667,0.6733333333333333
182586,女,18商务日语,560.0,75,第五食堂,121.51466666666667,10.366666666666667
182587,女,18商务日语,312.0,75,第二食堂,49.32533333333333,9.416666666666666
182588,女,18商务日语,433.0,55,第五食堂,41.78818181818182,6.92
182589,女,18商务日语,529.0,25,好利来食品店,47.25599999999999,3.49
182590,女,18商务日语,782.0,106,第五食堂,144.70566037735847,10.253333333333334
182591,女,18商务日语,632.0,71,好利来食品店,50.4943661971831,13.483333333333333
182592,女,18商务日语,742.0,99,第三食堂,59.662121212121214,14.096666666666666
182593,女,18商务日语,476.0,72,第五食堂,155.30416666666667,11.29
182594,女,18商务日语,472.0,70,第二食堂,53.379999999999995,10.226666666666667
182595,女,18商务日语,696.0,73,第五食堂,47.31643835616438,10.343333333333334
182596,女,18商务日语,714.0,83,第三食堂,84.27590361445783,17.183333333333334
182597,女,18商务日语,640.0,92,第三食堂,57.89891304347826,21.626666666666665
182598,女,18商务日语,605.0,85,第五食堂,78.52235294117646,6.3933333333333335
182599,女,18商务日语,431.0,32,第五食堂,111.828125,8.033333333333333
182600,女,18商务日语,126.0,9,好利来食品店,28.444444444444443,1.2266666666666666
182601,女,18商务日语,775.0,103,第三食堂,98.81941747572816,22.046666666666667
182602,女,18商务日语,373.0,45,第五食堂,360.90444444444444,10.866666666666667
182603,女,18商务日语,750.0,105,第五食堂,103.9152380952381,17.029999999999998
182604,男,18商务英语,1146.0,181,第二食堂,76.30883977900552,13.762666666666666
182605,男,18商务英语,721.0,114,第一食堂,89.66754385964913,9.153333333333334
182607,男,18商务英语,818.0,84,第二食堂,45.13333333333333,18.533333333333335
182609,男,18商务英语,745.0,88,第一食堂,66.01136363636364,15.25
182612,男,18商务英语,1111.0,189,第二食堂,79.34656084656085,21.536333333333335
182613,男,18商务英语,583.0,87,第二食堂,93.35022988505747,9.67
182614,男,18商务英语,968.0,126,第二食堂,51.973015873015875,10.353333333333333
182615,男,18商务英语,957.0,150,第一食堂,195.988,13.870000000000001
182617,女,18商务英语,666.0,59,第三食堂,78.42881355932204,8.853333333333333
182618,女,18商务英语,478.0,65,好利来食品店,62.744615384615386,11.903333333333334
182619,女,18商务英语,502.0,50,第三食堂,122.544,10.129999999999999
182620,女,18商务英语,508.0,79,第三食堂,96.69367088607595,13.786666666666667
182622,女,18商务英语,1120.0,149,第五食堂,100.47919463087248,13.766666666666667
182623,女,18商务英语,787.0,99,第三食堂,64.28787878787878,12.613333333333333
182624,女,18商务英语,692.0,77,第五食堂,49.29480519480519,8.616666666666667
182626,女,18商务英语,674.0,70,第五食堂,96.53285714285714,5.556666666666667
182628,女,18商务英语,541.0,54,第五食堂,73.5,6.239999999999999
182629,女,18商务英语,490.0,48,第四食堂,54.30416666666667,9.29
182630,女,18商务英语,527.0,48,第五食堂,65.95,7.2
182631,女,18商务英语,435.0,53,好利来食品店,91.89245283018869,10.846666666666666
182632,女,18商务英语,730.0,88,第五食堂,87.2909090909091,13.416666666666666
182635,女,18商务英语,511.0,71,第二食堂,57.757746478873244,9.120000000000001
182636,女,18商务英语,259.0,28,第五食堂,59.46785714285714,4.496666666666667
182637,女,18商务英语,613.0,54,第三食堂,85.16666666666667,5.760000000000001
182640,女,18商务英语,436.0,44,第五食堂,75.79318181818182,6.84
182642,女,18商务英语,496.0,63,好利来食品店,56.22698412698413,11.123333333333333
182643,女,18商务英语,694.0,81,第五食堂,50.8974074074074,12.286666666666667
182644,女,18商务英语,287.0,37,第五食堂,34.78108108108108,3.2266666666666666
182646,女,18商务英语,403.0,45,第三食堂,52.22222222222222,6.71
182647,女,18商务英语,777.0,79,第五食堂,46.8379746835443,6.613333333333333
182648,女,18商务英语,259.0,11,第五食堂,24.245454545454546,1.5799999999999998
182649,女,18商务英语,483.0,57,第五食堂,58.85087719298246,7.576666666666667
182651,女,18商务英语,384.0,49,第五食堂,24.514285714285716,7.693333333333333
182652,女,18商务英语,592.0,91,第五食堂,66.18131868131869,12.373333333333333
182653,女,18商务英语,581.0,69,第五食堂,136.57391304347826,9.95
182655,女,18商务英语,629.0,76,第五食堂,47.16447368421053,8.68
182656,女,18商务英语,452.0,43,第五食堂,28.53720930232558,6.016666666666667
182657,女,18商务英语,410.0,47,第五食堂,38.33617021276596,5.03
182658,女,18商务英语,498.0,39,第五食堂,44.97435897435897,6.986666666666666
182659,女,18商务英语,484.0,70,第五食堂,39.41,10.526666666666667
182660,女,18商务英语,477.0,57,第三食堂,68.65087719298245,10.413333333333332
182661,女,18商务英语,613.0,50,第五食堂,59.626000000000005,7.916666666666667
182662,女,18商务英语,324.0,17,第五食堂,16.376470588235293,1.7833333333333334
182663,女,18商务英语,249.0,39,第五食堂,61.715384615384615,5.343333333333334
182664,女,18商务英语,260.0,28,第五食堂,44.00714285714286,3.3833333333333333
182665,女,18商务英语,584.0,70,好利来食品店,76.5,10.186666666666667
182666,女,18商务英语,413.0,45,第二食堂,29.16,6.59
182667,女,18商务英语,211.0,37,第二食堂,37.6,4.093333333333333
182668,女,18商务英语,548.0,69,第五食堂,39.52028985507246,8.47
182671,女,18商务英语,183.0,34,第五食堂,54.77647058823529,4.33
182672,女,18商务英语,404.0,55,第五食堂,40.79818181818182,9.406666666666666
182673,女,18商务英语,585.0,62,第五食堂,51.25806451612903,10.02
182674,女,18商务英语,642.0,95,第三食堂,50.66894736842105,12.151666666666667
182675,女,18商务英语,538.0,61,好利来食品店,108.6,14.69
182676,女,18商务英语,572.0,82,第三食堂,154.9390243902439,10.81
182677,女,18商务英语,724.0,85,第五食堂,57.654117647058825,15.166666666666666
182678,女,18商务英语,711.0,94,第五食堂,77.94680851063829,6.9
182679,女,18商务英语,519.0,60,第五食堂,84.87833333333333,10.546666666666665
182680,女,18商务英语,584.0,79,第五食堂,57.651898734177216,8.95
182682,女,18商务英语,666.0,104,第三食堂,241.5125,16.053333333333335
182683,女,18商务英语,523.0,64,第五食堂,118.6915625,13.29
182684,女,18商务英语,579.0,74,第三食堂,50.51081081081081,8.546666666666665
182686,女,18商务英语,366.0,54,第五食堂,101.02037037037037,13.303333333333335
182687,女,18商务英语,567.0,77,好利来食品店,99.84155844155845,13.7
182688,女,18商务英语,628.0,72,第三食堂,29.279166666666665,6.1866666666666665
182689,女,18商务英语,637.0,55,第三食堂,217.61636363636362,9.120000000000001
182691,女,18商务英语,656.0,33,第三食堂,159.35454545454544,5.156666666666666
182693,女,18商务英语,289.0,38,第二食堂,55.526315789473685,6.91
182694,女,18商务英语,566.0,57,第五食堂,185.01929824561404,8.683333333333334
182695,女,18商务英语,792.0,196,第二食堂,81.27397959183673,24.546666666666667
182696,女,18商务英语,382.0,17,第三食堂,45.05294117647059,2.73
182697,女,18商务英语,792.0,120,第二食堂,51.26,14.313333333333333
182698,女,18商务英语,950.0,151,第五食堂,158.1072847682119,11.946666666666665
182699,女,18商务英语,503.0,37,第五食堂,36.383783783783784,5.29
182700,女,18商务英语,951.0,121,第五食堂,138.32231404958677,16.673333333333332
182701,女,18商务英语,679.0,96,第五食堂,107.12291666666665,13.21
182702,女,18商务英语,620.0,80,第五食堂,45.43125,11.483333333333333
182703,女,18商务英语,610.0,69,第五食堂,53.49710144927536,11.496666666666666
182704,女,18商务英语,277.0,34,第三食堂,50.46,6.296666666666667
182705,女,18商务英语,940.0,131,第五食堂,87.84809160305343,19.783333333333335
182706,女,18商务英语,429.0,59,第五食堂,48.26610169491525,9.96
182707,女,18商务英语,544.0,88,第三食堂,106.43181818181819,12.78
182708,女,18商务英语,591.0,58,第三食堂,81.04137931034482,8.253333333333334
182709,女,18商务英语,612.0,65,第五食堂,60.92615384615385,4.743333333333334
182711,女,18商务英语,574.0,69,第五食堂,49.072463768115945,3.6266666666666665
182712,女,18商务英语,574.0,71,第五食堂,57.55492957746479,8.326666666666666
182713,女,18商务英语,519.0,48,第五食堂,66.67291666666667,5.783333333333333
182714,女,18商务英语,836.0,115,第五食堂,93.90434782608696,13.22
182715,女,18商务英语,281.0,39,第二食堂,110.51538461538462,5.566666666666666
182716,男,18计算机网络,618.0,102,第五食堂,51.16960784313726,10.943333333333333
182717,男,18计算机网络,327.0,35,第三食堂,84.13428571428571,5.83
182718,男,18计算机网络,689.0,111,第五食堂,52.708108108108114,13.81
182720,男,18计算机网络,1353.0,206,第五食堂,227.94271844660193,15.373333333333333
182721,男,18计算机网络,158.0,6,好利来食品店,96.05,5.72
182722,男,18计算机网络,715.0,95,第五食堂,52.63157894736842,15.756666666666666
182725,男,18计算机网络,261.0,15,好利来食品店,76.18666666666667,4.36
182726,男,18计算机网络,766.0,95,第五食堂,73.33684210526316,18.883333333333333
182727,男,18计算机网络,639.0,92,第五食堂,82.87391304347825,17.94333333333333
182728,男,18计算机网络,862.0,102,第五食堂,61.59019607843137,17.136666666666667
182729,男,18计算机网络,725.0,87,第三食堂,55.27528735632184,16.543333333333333
182730,男,18计算机网络,707.0,48,第五食堂,52.24791666666667,5.696666666666667
